"","Robos_vivienda","Robos_personas"
"614",233,2337
"615",233,2337
"616",156,1609
"617",156,1609
"618",156,1609
"619",156,1609
"620",156,1609
"621",156,1609
"622",156,1609
"623",156,1609
"624",156,1609
"625",156,1609
"626",156,1609
"627",156,1609
"628",156,1609
"629",156,1609
"630",88,1055
"631",88,1055
"632",88,1055
"633",88,1055
"634",53,926
"635",233,2337
"636",233,2337
"637",233,2337
"638",233,2337
"639",233,2337
"640",233,2337
"641",273,2652
"642",239,2612
"643",239,2612
"644",156,1609
"645",156,1609
"646",156,1609
"647",156,1609
"648",156,1609
"649",156,1609
"650",156,1609
"651",156,1609
"652",156,1609
"653",156,1609
"654",156,1609
"655",156,1609
"656",156,1609
"657",156,1609
"658",156,1609
"659",156,1609
"660",233,2337
"661",156,1609
"662",156,1609
"663",156,1609
"664",105,1440
"665",105,1440
"666",88,1055
"667",88,1055
"668",88,1055
"669",41,543
"670",92,875
"671",233,2337
"672",233,2337
"673",233,2337
"674",273,2652
"675",239,2612
"676",239,2612
"677",239,2612
"678",156,1609
"679",156,1609
"680",156,1609
"681",156,1609
"682",156,1609
"683",156,1609
"684",105,1440
"685",105,1440
"686",105,1440
"687",88,1055
"688",41,543
"689",159,1380
"690",239,2612
"691",156,1609
"692",156,1609
"693",156,1609
"694",105,1440
"695",88,1055
"696",101,1202
"697",101,1202
"698",233,2337
"699",239,2612
"700",239,2612
"701",105,1440
"702",88,1055
"703",101,1202
"704",53,926
"705",233,2337
"706",273,2652
"707",239,2612
"708",239,2612
"709",92,875
"710",273,2652
"711",71,773
"712",53,926
"713",233,2337
"714",239,2612
"715",21,1094
"716",156,1609
"717",105,1440
"718",239,2612
"719",88,1055
"720",156,1609
"721",156,1609
"722",156,1609
"723",156,1609
"724",156,1609
"725",156,1609
"726",156,1609
"727",156,1609
"728",156,1609
"729",156,1609
"730",156,1609
"731",156,1609
"732",156,1609
"733",156,1609
"734",156,1609
"735",156,1609
"736",156,1609
"737",156,1609
"738",156,1609
"739",156,1609
"740",156,1609
"741",21,1094
"742",88,1055
"743",88,1055
"744",53,926
"745",53,926
"746",53,926
"747",88,1055
"748",239,2612
"749",105,1440
"750",233,2337
"751",233,2337
"752",233,2337
"753",233,2337
"754",71,773
"755",156,1609
"756",156,1609
"757",156,1609
"758",156,1609
"759",156,1609
"760",156,1609
"761",156,1609
"762",156,1609
"763",156,1609
"764",156,1609
"765",156,1609
"766",156,1609
"767",156,1609
"768",156,1609
"769",156,1609
"770",156,1609
"771",156,1609
"772",156,1609
"773",156,1609
"774",156,1609
"775",156,1609
"776",156,1609
"777",156,1609
"778",156,1609
"779",156,1609
"780",156,1609
"781",156,1609
"782",156,1609
"783",156,1609
"784",156,1609
"785",8,201
"786",53,926
"787",239,2612
"788",105,1440
"789",105,1440
"790",239,2612
"791",105,1440
"792",239,2612
"793",233,2337
"794",233,2337
"795",233,2337
"796",273,2652
"797",156,1609
"798",21,1094
"799",156,1609
"800",88,1055
"801",156,1609
"802",273,2652
"803",156,1609
"804",156,1609
"805",156,1609
"806",156,1609
"807",156,1609
"808",156,1609
"809",156,1609
"810",156,1609
"811",156,1609
"812",156,1609
"813",156,1609
"814",156,1609
"815",156,1609
"816",156,1609
"817",53,926
"818",273,2652
"819",156,1609
"820",156,1609
"821",156,1609
"822",101,1202
"823",88,1055
"824",156,1609
"825",105,1440
"826",156,1609
"827",156,1609
"828",156,1609
"829",156,1609
"830",156,1609
"831",156,1609
"832",156,1609
"833",156,1609
"834",105,1440
"835",105,1440
"836",156,1609
"837",53,926
"838",156,1609
"839",156,1609
"840",42,524
"841",42,524
"842",101,1202
"843",273,2652
"844",71,773
"845",42,524
"846",156,1609
"847",156,1609
"848",156,1609
"849",156,1609
"850",156,1609
"851",156,1609
"852",156,1609
"853",156,1609
"854",156,1609
"855",156,1609
"856",156,1609
"857",156,1609
"858",156,1609
"859",156,1609
"860",156,1609
"861",156,1609
"862",156,1609
"863",156,1609
"864",156,1609
"865",156,1609
"866",156,1609
"867",156,1609
"868",156,1609
"869",156,1609
"870",156,1609
"871",156,1609
"872",156,1609
"873",156,1609
"874",156,1609
"875",156,1609
"876",156,1609
"877",156,1609
"878",156,1609
"879",21,1094
"880",53,926
"881",88,1055
"882",88,1055
"883",88,1055
"884",88,1055
"885",53,926
"886",88,1055
"887",105,1440
"888",105,1440
"889",233,2337
"890",233,2337
"891",233,2337
"892",233,2337
"893",233,2337
"894",233,2337
"895",233,2337
"896",233,2337
"897",233,2337
"898",233,2337
"899",233,2337
"900",233,2337
"901",233,2337
"902",233,2337
"903",233,2337
"904",233,2337
"905",273,2652
"906",273,2652
"907",156,1609
"908",156,1609
"909",156,1609
"910",156,1609
"911",156,1609
"912",156,1609
"913",156,1609
"914",156,1609
"915",156,1609
"916",156,1609
"917",156,1609
"918",156,1609
"919",156,1609
"920",156,1609
"921",156,1609
"922",156,1609
"923",156,1609
"924",156,1609
"925",156,1609
"926",156,1609
"927",156,1609
"928",156,1609
"929",156,1609
"930",156,1609
"931",156,1609
"932",156,1609
"933",156,1609
"934",156,1609
"935",156,1609
"936",156,1609
"937",156,1609
"938",156,1609
"939",156,1609
"940",156,1609
"941",156,1609
"942",156,1609
"943",156,1609
"944",156,1609
"945",156,1609
"946",156,1609
"947",156,1609
"948",156,1609
"949",156,1609
"950",156,1609
"951",57,985
"952",101,1202
"953",88,1055
"954",88,1055
"955",53,926
"956",53,926
"957",88,1055
"958",239,2612
"959",239,2612
"960",105,1440
"961",105,1440
"962",105,1440
"963",239,2612
"964",233,2337
"965",233,2337
"966",233,2337
"967",233,2337
"968",233,2337
"969",273,2652
"970",233,2337
"971",101,1202
"972",156,1609
"973",156,1609
"974",156,1609
"975",156,1609
"976",156,1609
"977",53,926
"978",53,926
"979",53,926
"980",156,1609
"981",156,1609
"982",156,1609
"983",156,1609
"984",156,1609
"985",156,1609
"986",156,1609
"987",233,2337
"988",233,2337
"989",156,1609
"990",156,1609
"991",156,1609
"992",156,1609
"993",156,1609
"994",156,1609
"995",156,1609
"996",156,1609
"997",156,1609
"998",233,2337
"999",156,1609
"1000",88,1055
"1001",156,1609
"1002",156,1609
"1003",156,1609
"1004",156,1609
"1005",21,1094
"1006",156,1609
"1007",156,1609
"1008",156,1609
"1009",233,2337
"1010",233,2337
"1011",156,1609
"1012",156,1609
"1013",156,1609
"1014",156,1609
"1015",233,2337
"1016",156,1609
"1017",156,1609
"1018",156,1609
"1019",21,1094
"1020",105,1440
"1021",239,2612
"1022",233,2337
"1023",239,2612
"1024",101,1202
"1025",233,2337
"1026",233,2337
"1027",21,1094
"1028",156,1609
"1029",156,1609
"1030",156,1609
"1031",156,1609
"1032",156,1609
"1033",156,1609
"1034",156,1609
"1035",156,1609
"1036",42,524
"1037",88,1055
"1038",233,2337
"1039",233,2337
"1040",233,2337
"1041",21,1094
"1042",156,1609
"1043",156,1609
"1044",156,1609
"1045",156,1609
"1046",156,1609
"1047",156,1609
"1048",156,1609
"1049",156,1609
"1050",156,1609
"1051",156,1609
"1052",156,1609
"1053",156,1609
"1054",156,1609
"1055",156,1609
"1056",156,1609
"1057",156,1609
"1058",156,1609
"1059",156,1609
"1060",156,1609
"1061",156,1609
"1062",156,1609
"1063",156,1609
"1064",156,1609
"1065",156,1609
"1066",156,1609
"1067",156,1609
"1068",156,1609
"1069",156,1609
"1070",156,1609
"1071",156,1609
"1072",156,1609
"1073",156,1609
"1074",156,1609
"1075",156,1609
"1076",156,1609
"1077",156,1609
"1078",156,1609
"1079",156,1609
"1080",156,1609
"1081",156,1609
"1082",156,1609
"1083",156,1609
"1084",156,1609
"1085",156,1609
"1086",156,1609
"1087",156,1609
"1088",156,1609
"1089",156,1609
"1090",156,1609
"1091",156,1609
"1092",156,1609
"1093",156,1609
"1094",105,1440
"1095",105,1440
"1096",88,1055
"1097",57,985
"1098",53,926
"1099",92,875
"1100",156,1609
"1101",156,1609
"1102",156,1609
"1103",156,1609
"1104",156,1609
"1105",156,1609
"1106",156,1609
"1107",156,1609
"1108",156,1609
"1109",156,1609
"1110",156,1609
"1111",156,1609
"1112",156,1609
"1113",156,1609
"1114",156,1609
"1115",156,1609
"1116",156,1609
"1117",156,1609
"1118",156,1609
"1119",156,1609
"1120",156,1609
"1121",156,1609
"1122",156,1609
"1123",156,1609
"1124",156,1609
"1125",156,1609
"1126",156,1609
"1127",156,1609
"1128",156,1609
"1129",156,1609
"1130",156,1609
"1131",156,1609
"1132",156,1609
"1133",156,1609
"1134",156,1609
"1135",156,1609
"1136",156,1609
"1137",156,1609
"1138",156,1609
"1139",156,1609
"1140",156,1609
"1141",21,1094
"1142",53,926
"1143",53,926
"1144",88,1055
"1145",105,1440
"1146",105,1440
"1147",239,2612
"1148",233,2337
"1149",233,2337
"1150",233,2337
"1151",233,2337
"1152",233,2337
"1153",233,2337
"1154",233,2337
"1155",41,543
"1156",41,543
"1157",156,1609
"1158",156,1609
"1159",156,1609
"1160",156,1609
"1161",156,1609
"1162",156,1609
"1163",156,1609
"1164",156,1609
"1165",156,1609
"1166",156,1609
"1167",156,1609
"1168",156,1609
"1169",156,1609
"1170",156,1609
"1171",156,1609
"1172",156,1609
"1173",156,1609
"1174",156,1609
"1175",156,1609
"1176",156,1609
"1177",156,1609
"1178",156,1609
"1179",156,1609
"1180",156,1609
"1181",156,1609
"1182",156,1609
"1183",156,1609
"1184",156,1609
"1185",156,1609
"1186",101,1202
"1187",88,1055
"1188",239,2612
"1189",105,1440
"1190",105,1440
"1191",239,2612
"1192",233,2337
"1193",233,2337
"1194",273,2652
"1195",41,543
"1196",233,2337
"1197",233,2337
"1198",233,2337
"1199",233,2337
"1200",233,2337
"1201",273,2652
"1202",273,2652
"1203",273,2652
"1204",273,2652
"1205",273,2652
"1206",273,2652
"1207",273,2652
"1208",239,2612
"1209",239,2612
"1210",239,2612
"1211",239,2612
"1212",239,2612
"1213",21,1094
"1214",156,1609
"1215",156,1609
"1216",156,1609
"1217",156,1609
"1218",156,1609
"1219",156,1609
"1220",156,1609
"1221",156,1609
"1222",156,1609
"1223",156,1609
"1224",156,1609
"1225",156,1609
"1226",156,1609
"1227",156,1609
"1228",156,1609
"1229",156,1609
"1230",156,1609
"1231",156,1609
"1232",156,1609
"1233",156,1609
"1234",156,1609
"1235",156,1609
"1236",156,1609
"1237",156,1609
"1238",156,1609
"1239",156,1609
"1240",156,1609
"1241",156,1609
"1242",156,1609
"1243",156,1609
"1244",156,1609
"1245",156,1609
"1246",156,1609
"1247",156,1609
"1248",156,1609
"1249",156,1609
"1250",156,1609
"1251",156,1609
"1252",156,1609
"1253",156,1609
"1254",156,1609
"1255",156,1609
"1256",156,1609
"1257",156,1609
"1258",156,1609
"1259",156,1609
"1260",156,1609
"1261",156,1609
"1262",156,1609
"1263",156,1609
"1264",156,1609
"1265",156,1609
"1266",156,1609
"1267",156,1609
"1268",156,1609
"1269",156,1609
"1270",156,1609
"1271",156,1609
"1272",156,1609
"1273",156,1609
"1274",156,1609
"1275",156,1609
"1276",156,1609
"1277",156,1609
"1278",156,1609
"1279",156,1609
"1280",156,1609
"1281",156,1609
"1282",156,1609
"1283",156,1609
"1284",156,1609
"1285",156,1609
"1286",156,1609
"1287",156,1609
"1288",156,1609
"1289",156,1609
"1290",156,1609
"1291",156,1609
"1292",156,1609
"1293",156,1609
"1294",156,1609
"1295",156,1609
"1296",156,1609
"1297",156,1609
"1298",156,1609
"1299",156,1609
"1300",156,1609
"1301",156,1609
"1302",156,1609
"1303",156,1609
"1304",156,1609
"1305",156,1609
"1306",156,1609
"1307",156,1609
"1308",156,1609
"1309",156,1609
"1310",156,1609
"1311",156,1609
"1312",156,1609
"1313",88,1055
"1314",105,1440
"1315",105,1440
"1316",105,1440
"1317",105,1440
"1318",105,1440
"1319",88,1055
"1320",88,1055
"1321",88,1055
"1322",88,1055
"1323",88,1055
"1324",88,1055
"1325",88,1055
"1326",88,1055
"1327",88,1055
"1328",88,1055
"1329",88,1055
"1330",88,1055
"1331",101,1202
"1332",101,1202
"1333",101,1202
"1334",53,926
"1335",53,926
"1336",53,926
"1337",53,926
"1338",53,926
"1339",53,926
"1340",53,926
"1341",53,926
"1342",53,926
"1343",53,926
"1344",53,926
"1345",53,926
"1346",53,926
"1347",53,926
"1348",53,926
"1349",53,926
"1350",53,926
"1351",88,1055
"1352",239,2612
"1353",156,1609
"1354",156,1609
"1355",156,1609
"1356",156,1609
"1357",156,1609
"1358",156,1609
"1359",156,1609
"1360",156,1609
"1361",156,1609
"1362",156,1609
"1363",156,1609
"1364",156,1609
"1365",156,1609
"1366",156,1609
"1367",156,1609
"1368",156,1609
"1369",21,1094
"1370",21,1094
"1371",156,1609
"1372",21,1094
"1373",156,1609
"1374",156,1609
"1375",233,2337
"1376",156,1609
"1377",156,1609
"1378",156,1609
"1379",156,1609
"1380",156,1609
"1381",156,1609
"1382",156,1609
"1383",156,1609
"1384",156,1609
"1385",156,1609
"1386",156,1609
"1387",156,1609
"1388",156,1609
"1389",156,1609
"1390",53,926
"1391",156,1609
"1392",156,1609
"1393",156,1609
"1394",156,1609
"1395",53,926
"1396",156,1609
"1397",156,1609
"1398",156,1609
"1399",156,1609
"1400",88,1055
"1401",156,1609
"1402",156,1609
"1403",156,1609
"1404",156,1609
"1405",156,1609
"1406",156,1609
"1407",156,1609
"1408",156,1609
"1409",156,1609
"1410",156,1609
"1411",156,1609
"1412",156,1609
"1413",156,1609
"1414",156,1609
"1415",156,1609
"1416",156,1609
"1417",156,1609
"1418",156,1609
"1419",156,1609
"1420",156,1609
"1421",156,1609
"1422",156,1609
"1423",156,1609
"1424",156,1609
"1425",156,1609
"1426",156,1609
"1427",156,1609
"1428",156,1609
"1429",156,1609
"1430",21,1094
"1431",156,1609
"1432",156,1609
"1433",156,1609
"1434",156,1609
"1435",156,1609
"1436",156,1609
"1437",233,2337
"1438",156,1609
"1439",233,2337
"1440",273,2652
"1441",105,1440
"1442",21,1094
"1443",156,1609
"1444",233,2337
"1445",156,1609
"1446",156,1609
"1447",233,2337
"1448",156,1609
"1449",156,1609
"1450",156,1609
"1451",156,1609
"1452",156,1609
"1453",156,1609
"1454",156,1609
"1455",233,2337
"1456",156,1609
"1457",156,1609
"1458",156,1609
"1459",156,1609
"1460",156,1609
"1461",88,1055
"1462",156,1609
"1463",53,926
"1464",233,2337
"1465",233,2337
"1466",53,926
"1467",239,2612
"1468",156,1609
"1469",156,1609
"1470",156,1609
"1471",53,926
"1472",156,1609
"1473",156,1609
"1474",233,2337
"1475",53,926
"1476",233,2337
"1477",156,1609
"1478",156,1609
"1479",239,2612
"1480",156,1609
"1481",156,1609
"1482",156,1609
"1483",239,2612
"1484",233,2337
"1485",156,1609
"1486",53,926
"1487",156,1609
"1488",156,1609
"1489",88,1055
"1490",233,2337
"1491",156,1609
"1492",156,1609
"1493",156,1609
"1494",156,1609
"1495",156,1609
"1496",156,1609
"1497",156,1609
"1498",105,1440
"1499",156,1609
"1500",156,1609
"1501",233,2337
"1502",156,1609
"1503",101,1202
"1504",101,1202
"1505",88,1055
"1506",156,1609
"1507",156,1609
"1508",156,1609
"1509",156,1609
"1510",156,1609
"1511",88,1055
"1512",156,1609
"1513",156,1609
"1514",156,1609
"1515",156,1609
"1516",156,1609
"1517",156,1609
"1518",156,1609
"1519",156,1609
"1520",156,1609
"1521",156,1609
"1522",156,1609
"1523",105,1440
"1524",156,1609
"1525",156,1609
"1526",156,1609
"1527",156,1609
"1528",156,1609
"1529",156,1609
"1530",156,1609
"1531",273,2652
"1532",156,1609
"1533",105,1440
"1534",156,1609
"1535",233,2337
"1536",105,1440
"1537",53,926
"1538",156,1609
"1539",156,1609
"1540",156,1609
"1541",156,1609
"1542",156,1609
"1543",156,1609
"1544",156,1609
"1545",156,1609
"1546",156,1609
"1547",156,1609
"1548",156,1609
"1549",156,1609
"1550",53,926
"1551",53,926
"1552",88,1055
"1553",88,1055
"1554",105,1440
"1555",105,1440
"1556",233,2337
"1557",233,2337
"1558",233,2337
"1559",273,2652
"1560",156,1609
"1561",156,1609
"1562",156,1609
"1563",156,1609
"1564",233,2337
"1565",156,1609
"1566",156,1609
"1567",105,1440
"1568",273,2652
"1569",156,1609
"1570",105,1440
"1571",233,2337
"1572",156,1609
"1573",273,2652
"1574",156,1609
"1575",156,1609
"1576",156,1609
"1577",156,1609
"1578",156,1609
"1579",156,1609
"1580",156,1609
"1581",233,2337
"1582",233,2337
"1583",233,2337
"1584",233,2337
"1585",233,2337
"1586",273,2652
"1587",273,2652
"1588",273,2652
"1589",273,2652
"1590",239,2612
"1591",239,2612
"1592",239,2612
"1593",21,1094
"1594",156,1609
"1595",156,1609
"1596",156,1609
"1597",156,1609
"1598",156,1609
"1599",156,1609
"1600",156,1609
"1601",156,1609
"1602",156,1609
"1603",156,1609
"1604",156,1609
"1605",156,1609
"1606",273,2652
"1607",156,1609
"1608",156,1609
"1609",156,1609
"1610",156,1609
"1611",156,1609
"1612",156,1609
"1613",156,1609
"1614",156,1609
"1615",156,1609
"1616",156,1609
"1617",156,1609
"1618",156,1609
"1619",156,1609
"1620",156,1609
"1621",156,1609
"1622",156,1609
"1623",156,1609
"1624",156,1609
"1625",156,1609
"1626",156,1609
"1627",156,1609
"1628",156,1609
"1629",156,1609
"1630",156,1609
"1631",156,1609
"1632",156,1609
"1633",156,1609
"1634",156,1609
"1635",156,1609
"1636",156,1609
"1637",156,1609
"1638",156,1609
"1639",156,1609
"1640",105,1440
"1641",105,1440
"1642",105,1440
"1643",88,1055
"1644",8,201
"1645",101,1202
"1646",101,1202
"1647",53,926
"1648",53,926
"1649",233,2337
"1650",233,2337
"1651",233,2337
"1652",233,2337
"1653",233,2337
"1654",233,2337
"1655",233,2337
"1656",233,2337
"1657",233,2337
"1658",239,2612
"1659",239,2612
"1660",156,1609
"1661",156,1609
"1662",156,1609
"1663",156,1609
"1664",156,1609
"1665",156,1609
"1666",156,1609
"1667",156,1609
"1668",156,1609
"1669",156,1609
"1670",156,1609
"1671",156,1609
"1672",156,1609
