"","Robos_vivienda","Robos_personas"
"6841",233,2337
"6842",156,1609
"6843",156,1609
"6844",156,1609
"6845",101,1202
"6846",88,1055
"6847",156,1609
"6848",156,1609
"6849",233,2337
"6850",239,2612
"6851",105,1440
"6852",239,2612
"6853",233,2337
"6854",233,2337
"6855",233,2337
"6856",233,2337
"6857",239,2612
"6858",156,1609
"6859",156,1609
"6860",156,1609
"6861",156,1609
"6862",156,1609
"6863",156,1609
"6864",156,1609
"6865",156,1609
"6866",156,1609
"6867",156,1609
"6868",156,1609
"6869",156,1609
"6870",105,1440
"6871",101,1202
"6872",53,926
"6873",57,985
"6874",156,1609
"6875",156,1609
"6876",239,2612
"6877",156,1609
"6878",156,1609
"6879",156,1609
"6880",156,1609
"6881",156,1609
"6882",156,1609
"6883",156,1609
"6884",156,1609
"6885",105,1124
"6886",156,1609
"6887",156,1609
"6888",156,1609
"6889",156,1609
"6890",156,1609
"6891",156,1609
"6892",156,1609
"6893",156,1609
"6894",156,1609
"6895",53,926
"6896",88,1055
"6897",105,1440
"6898",239,2612
"6899",105,1440
"6900",156,1609
"6901",156,1609
"6902",156,1609
"6903",41,543
"6904",156,1609
"6905",156,1609
"6906",156,1609
"6907",156,1609
"6908",156,1609
"6909",156,1609
"6910",156,1609
"6911",156,1609
"6912",156,1609
"6913",156,1609
"6914",156,1609
"6915",156,1609
"6916",156,1609
"6917",156,1609
"6918",156,1609
"6919",156,1609
"6920",156,1609
"6921",156,1609
"6922",156,1609
"6923",156,1609
"6924",156,1609
"6925",156,1609
"6926",156,1609
"6927",156,1609
"6928",156,1609
"6929",156,1609
"6930",156,1609
"6931",156,1609
"6932",156,1609
"6933",156,1609
"6934",156,1609
"6935",156,1609
"6936",156,1609
"6937",156,1609
"6938",156,1609
"6939",156,1609
"6940",156,1609
"6941",156,1609
"6942",156,1609
"6943",156,1609
"6944",156,1609
"6945",156,1609
"6946",101,1202
"6947",21,1094
"6948",21,1094
"6949",21,1094
"6950",88,1055
"6951",88,1055
"6952",88,1055
"6953",88,1055
"6954",53,926
"6955",53,926
"6956",88,1055
"6957",53,926
"6958",88,1055
"6959",88,1055
"6960",88,1055
"6961",88,1055
"6962",88,1055
"6963",239,2612
"6964",239,2612
"6965",105,1440
"6966",88,1055
"6967",105,1440
"6968",239,2612
"6969",105,1440
"6970",105,1440
"6971",239,2612
"6972",239,2612
"6973",105,1440
"6974",88,1055
"6975",233,2337
"6976",233,2337
"6977",233,2337
"6978",233,2337
"6979",273,2652
"6980",156,1609
"6981",156,1609
"6982",156,1609
"6983",156,1609
"6984",156,1609
"6985",156,1609
"6986",156,1609
"6987",156,1609
"6988",156,1609
"6989",156,1609
"6990",156,1609
"6991",156,1609
"6992",156,1609
"6993",156,1609
"6994",156,1609
"6995",156,1609
"6996",156,1609
"6997",156,1609
"6998",156,1609
"6999",156,1609
"7000",156,1609
"7001",156,1609
"7002",156,1609
"7003",156,1609
"7004",156,1609
"7005",156,1609
"7006",156,1609
"7007",156,1609
"7008",156,1609
"7009",156,1609
"7010",156,1609
"7011",156,1609
"7012",156,1609
"7013",156,1609
"7014",156,1609
"7015",156,1609
"7016",156,1609
"7017",156,1609
"7018",156,1609
"7019",156,1609
"7020",156,1609
"7021",156,1609
"7022",156,1609
"7023",156,1609
"7024",156,1609
"7025",156,1609
"7026",156,1609
"7027",156,1609
"7028",156,1609
"7029",156,1609
"7030",156,1609
"7031",156,1609
"7032",156,1609
"7033",156,1609
"7034",156,1609
"7035",156,1609
"7036",156,1609
"7037",101,1202
"7038",21,1094
"7039",88,1055
"7040",88,1055
"7041",53,926
"7042",88,1055
"7043",88,1055
"7044",105,1440
"7045",105,1440
"7046",105,1440
"7047",233,2337
"7048",233,2337
"7049",41,543
"7050",156,1609
"7051",156,1609
"7052",156,1609
"7053",156,1609
"7054",156,1609
"7055",156,1609
"7056",156,1609
"7057",156,1609
"7058",156,1609
"7059",156,1609
"7060",156,1609
"7061",156,1609
"7062",156,1609
"7063",156,1609
"7064",156,1609
"7065",156,1609
"7066",156,1609
"7067",101,1202
"7068",57,985
"7069",8,201
"7070",156,1609
"7071",156,1609
"7072",156,1609
"7073",156,1609
"7074",53,926
"7075",53,926
"7076",105,1440
"7077",239,2612
"7078",88,1055
"7079",156,1609
"7080",156,1609
"7081",105,1440
"7082",156,1609
"7083",156,1609
"7084",273,2652
"7085",156,1609
"7086",233,2337
"7087",156,1609
"7088",156,1609
"7089",239,2612
"7090",53,926
"7091",156,1609
"7092",21,1094
"7093",88,1055
"7094",88,1055
"7095",53,926
"7096",88,1055
"7097",156,1609
"7098",156,1609
"7099",88,1055
"7100",88,1055
"7101",233,2337
"7102",233,2337
"7103",273,2652
"7104",88,1055
"7105",105,1440
"7106",156,1609
"7107",156,1609
"7108",156,1609
"7109",156,1609
"7110",156,1609
"7111",156,1609
"7112",156,1609
"7113",101,1202
"7114",156,1609
"7115",156,1609
"7116",233,2337
"7117",273,2652
"7118",101,1202
"7119",156,1609
"7120",233,2337
"7121",233,2337
"7122",233,2337
"7123",233,2337
"7124",156,1609
"7125",156,1609
"7126",156,1609
"7127",156,1609
"7128",156,1609
"7129",156,1609
"7130",88,1055
"7131",88,1055
"7132",101,1202
"7133",21,1094
"7134",233,2337
"7135",88,1055
"7136",233,2337
"7137",88,1055
"7138",156,1609
"7139",156,1609
"7140",233,2337
"7141",156,1609
"7142",233,2337
"7143",156,1609
"7144",156,1609
"7145",156,1609
"7146",156,1609
"7147",156,1609
"7148",88,1055
"7149",156,1609
"7150",233,2337
"7151",233,2337
"7152",233,2337
"7153",233,2337
"7154",156,1609
"7155",156,1609
"7156",156,1609
"7157",156,1609
"7158",156,1609
"7159",156,1609
"7160",156,1609
"7161",156,1609
"7162",156,1609
"7163",156,1609
"7164",156,1609
"7165",156,1609
"7166",156,1609
"7167",156,1609
"7168",156,1609
"7169",156,1609
"7170",156,1609
"7171",156,1609
"7172",156,1609
"7173",105,1440
"7174",53,926
"7175",53,926
"7176",92,875
"7177",233,2337
"7178",233,2337
"7179",233,2337
"7180",233,2337
"7181",233,2337
"7182",233,2337
"7183",273,2652
"7184",239,2612
"7185",239,2612
"7186",239,2612
"7187",21,1094
"7188",156,1609
"7189",156,1609
"7190",156,1609
"7191",156,1609
"7192",156,1609
"7193",156,1609
"7194",156,1609
"7195",156,1609
"7196",156,1609
"7197",156,1609
"7198",156,1609
"7199",105,1440
"7200",105,1440
"7201",88,1055
"7202",53,926
"7203",53,926
"7204",53,926
"7205",53,926
"7206",53,926
"7207",41,543
"7208",233,2337
"7209",233,2337
"7210",233,2337
"7211",156,1609
"7212",156,1609
"7213",156,1609
"7214",156,1609
"7215",156,1609
"7216",233,2337
"7217",233,2337
"7218",156,1609
"7219",105,1440
"7220",88,1055
"7221",156,1609
"7222",233,2337
"7223",156,1609
"7224",156,1609
"7225",239,2612
"7226",156,1609
"7227",156,1609
"7228",233,2337
"7229",156,1609
"7230",156,1609
"7231",156,1609
"7232",156,1609
"7233",156,1609
"7234",156,1609
"7235",156,1609
"7236",156,1609
"7237",156,1609
"7238",105,1440
"7239",239,2612
"7240",156,1609
"7241",156,1609
"7242",233,2337
"7243",156,1609
"7244",53,926
"7245",233,2337
"7246",273,2652
"7247",233,2337
"7248",156,1609
"7249",156,1609
"7250",233,2337
"7251",156,1609
"7252",156,1609
"7253",156,1609
"7254",156,1609
"7255",239,2612
"7256",156,1609
"7257",156,1609
"7258",88,1055
"7259",156,1609
"7260",105,1440
"7261",156,1609
"7262",105,1440
"7263",53,926
"7264",156,1609
"7265",156,1609
"7266",156,1609
"7267",156,1609
"7268",156,1609
"7269",156,1609
"7270",156,1609
"7271",156,1609
"7272",156,1609
"7273",156,1609
"7274",156,1609
"7275",239,2612
"7276",156,1609
"7277",156,1609
"7278",156,1609
"7279",156,1609
"7280",88,1055
"7281",156,1609
"7282",156,1609
"7283",233,2337
"7284",239,2612
"7285",156,1609
"7286",156,1609
"7287",156,1609
"7288",105,1440
"7289",156,1609
"7290",233,2337
"7291",239,2612
"7292",233,2337
"7293",233,2337
"7294",156,1609
"7295",156,1609
"7296",156,1609
"7297",156,1609
"7298",233,2337
"7299",156,1609
"7300",273,2652
"7301",105,1440
"7302",233,2337
"7303",239,2612
"7304",42,524
"7305",233,2337
"7306",233,2337
"7307",53,926
"7308",57,985
"7309",88,1055
"7310",88,1055
"7311",156,1609
"7312",156,1609
"7313",156,1609
"7314",156,1609
"7315",156,1609
"7316",156,1609
"7317",88,1055
"7318",156,1609
"7319",156,1609
"7320",239,2612
"7321",156,1609
"7322",156,1609
"7323",156,1609
"7324",156,1609
"7325",156,1609
"7326",156,1609
"7327",156,1609
"7328",156,1609
"7329",21,1094
"7330",156,1609
"7331",156,1609
"7332",156,1609
"7333",156,1609
"7334",156,1609
"7335",156,1609
"7336",156,1609
"7337",156,1609
"7338",156,1609
"7339",156,1609
"7340",105,1440
"7341",156,1609
"7342",156,1609
"7343",156,1609
"7344",156,1609
"7345",156,1609
"7346",88,1055
"7347",156,1609
"7348",156,1609
"7349",156,1609
"7350",156,1609
"7351",53,926
"7352",156,1609
"7353",41,543
"7354",41,543
"7355",41,543
"7356",41,543
"7357",156,1609
"7358",156,1609
"7359",156,1609
"7360",156,1609
"7361",156,1609
"7362",156,1609
"7363",156,1609
"7364",156,1609
"7365",156,1609
"7366",156,1609
"7367",233,2337
"7368",156,1609
"7369",156,1609
"7370",156,1609
"7371",156,1609
"7372",156,1609
"7373",105,1440
"7374",53,926
"7375",273,2652
"7376",233,2337
"7377",156,1609
"7378",233,2337
"7379",233,2337
"7380",233,2337
"7381",233,2337
"7382",233,2337
"7383",233,2337
"7384",233,2337
"7385",233,2337
"7386",233,2337
"7387",239,2612
"7388",156,1609
"7389",156,1609
"7390",156,1609
"7391",88,1055
"7392",88,1055
"7393",57,985
"7394",156,1609
"7395",156,1609
"7396",156,1609
"7397",156,1609
"7398",156,1609
"7399",156,1609
"7400",156,1609
"7401",156,1609
"7402",156,1609
"7403",156,1609
"7404",233,2337
"7405",156,1609
"7406",156,1609
"7407",233,2337
"7408",156,1609
"7409",233,2337
"7410",105,1440
"7411",233,2337
"7412",156,1609
"7413",156,1609
"7414",156,1609
"7415",233,2337
"7416",156,1609
"7417",156,1609
"7418",8,201
"7419",8,201
"7420",156,1609
"7421",88,1055
"7422",156,1609
"7423",233,2337
"7424",156,1609
"7425",239,2612
"7426",273,2652
"7427",239,2612
"7428",233,2337
"7429",273,2652
"7430",92,875
"7431",156,1609
"7432",156,1609
"7433",156,1609
"7434",156,1609
"7435",156,1609
"7436",156,1609
"7437",156,1609
"7438",156,1609
"7439",156,1609
"7440",156,1609
"7441",156,1609
"7442",156,1609
"7443",156,1609
"7444",156,1609
"7445",156,1609
"7446",156,1609
"7447",156,1609
"7448",156,1609
"7449",156,1609
"7450",156,1609
"7451",156,1609
"7452",156,1609
"7453",156,1609
"7454",156,1609
"7455",156,1609
"7456",156,1609
"7457",156,1609
"7458",156,1609
"7459",156,1609
"7460",156,1609
"7461",156,1609
"7462",156,1609
"7463",156,1609
"7464",156,1609
"7465",156,1609
"7466",156,1609
"7467",156,1609
"7468",156,1609
"7469",64,1433
"7470",156,1609
"7471",156,1609
"7472",156,1609
"7473",156,1609
"7474",156,1609
"7475",21,1094
"7476",88,1055
"7477",88,1055
"7478",53,926
"7479",53,926
"7480",88,1055
"7481",105,1440
"7482",105,1440
"7483",233,2337
"7484",233,2337
"7485",233,2337
"7486",233,2337
"7487",233,2337
"7488",233,2337
"7489",233,2337
"7490",233,2337
"7491",233,2337
"7492",233,2337
"7493",233,2337
"7494",233,2337
"7495",273,2652
"7496",156,1609
"7497",156,1609
"7498",156,1609
"7499",156,1609
"7500",156,1609
"7501",156,1609
"7502",156,1609
"7503",156,1609
"7504",156,1609
"7505",156,1609
"7506",88,1055
"7507",239,2612
"7508",105,1124
"7509",156,1609
"7510",156,1609
"7511",156,1609
"7512",156,1609
"7513",156,1609
"7514",156,1609
"7515",156,1609
"7516",156,1609
"7517",156,1609
"7518",156,1609
"7519",156,1609
"7520",156,1609
"7521",156,1609
"7522",156,1609
"7523",156,1609
"7524",156,1609
"7525",156,1609
"7526",156,1609
"7527",156,1609
"7528",156,1609
"7529",156,1609
"7530",156,1609
"7531",156,1609
"7532",156,1609
"7533",156,1609
"7534",156,1609
"7535",156,1609
"7536",156,1609
"7537",156,1609
"7538",156,1609
"7539",156,1609
"7540",156,1609
"7541",156,1609
"7542",156,1609
"7543",156,1609
"7544",156,1609
"7545",156,1609
"7546",156,1609
"7547",156,1609
"7548",156,1609
"7549",156,1609
"7550",156,1609
"7551",21,1094
"7552",21,1094
"7553",57,985
"7554",21,1094
"7555",101,1202
"7556",53,926
"7557",53,926
"7558",53,926
"7559",53,926
"7560",53,926
"7561",88,1055
"7562",88,1055
"7563",53,926
"7564",53,926
"7565",105,1440
"7566",239,2612
"7567",239,2612
"7568",239,2612
"7569",239,2612
"7570",233,2337
"7571",233,2337
"7572",233,2337
"7573",233,2337
"7574",233,2337
"7575",233,2337
"7576",233,2337
"7577",273,2652
"7578",273,2652
"7579",273,2652
"7580",156,1609
"7581",156,1609
"7582",156,1609
"7583",156,1609
"7584",156,1609
"7585",156,1609
"7586",156,1609
"7587",239,2612
"7588",53,926
"7589",156,1609
"7590",156,1609
"7591",156,1609
"7592",156,1609
"7593",156,1609
"7594",156,1609
"7595",156,1609
"7596",156,1609
"7597",156,1609
"7598",156,1609
"7599",156,1609
"7600",156,1609
"7601",53,926
"7602",156,1609
"7603",156,1609
"7604",156,1609
"7605",156,1609
"7606",156,1609
"7607",156,1609
"7608",156,1609
"7609",53,926
"7610",88,1055
"7611",156,1609
"7612",53,926
"7613",53,926
"7614",53,926
"7615",156,1609
"7616",53,926
"7617",156,1609
"7618",53,926
"7619",156,1609
"7620",156,1609
"7621",156,1609
"7622",156,1609
"7623",21,1094
"7624",156,1609
"7625",156,1609
"7626",156,1609
"7627",156,1609
"7628",156,1609
"7629",156,1609
"7630",156,1609
"7631",156,1609
"7632",156,1609
"7633",156,1609
"7634",156,1609
"7635",156,1609
"7636",156,1609
"7637",156,1609
"7638",53,926
"7639",156,1609
"7640",156,1609
"7641",156,1609
"7642",156,1609
"7643",156,1609
"7644",156,1609
"7645",156,1609
"7646",156,1609
"7647",273,2652
"7648",53,926
"7649",88,1055
"7650",156,1609
"7651",53,926
"7652",156,1609
"7653",156,1609
"7654",156,1609
"7655",156,1609
"7656",156,1609
"7657",88,1055
"7658",156,1609
"7659",156,1609
"7660",53,926
"7661",239,2612
"7662",156,1609
"7663",88,1055
"7664",53,926
"7665",156,1609
"7666",156,1609
"7667",156,1609
"7668",53,926
"7669",88,1055
"7670",88,1055
"7671",88,1055
"7672",105,1440
"7673",233,2337
"7674",156,1609
"7675",156,1609
"7676",156,1609
"7677",53,926
"7678",156,1609
"7679",156,1609
"7680",156,1609
"7681",156,1609
"7682",156,1609
"7683",156,1609
"7684",105,1440
"7685",156,1609
"7686",156,1609
"7687",156,1609
"7688",273,2652
"7689",105,1440
"7690",156,1609
"7691",156,1609
"7692",239,2612
"7693",156,1609
"7694",156,1609
"7695",156,1609
"7696",156,1609
"7697",233,2337
"7698",156,1609
"7699",233,2337
"7700",156,1609
"7701",156,1609
"7702",156,1609
"7703",156,1609
"7704",156,1609
"7705",156,1609
"7706",156,1609
"7707",156,1609
"7708",156,1609
"7709",156,1609
"7710",156,1609
"7711",273,2652
"7712",156,1609
"7713",53,926
"7714",156,1609
"7715",101,1202
"7716",156,1609
"7717",156,1609
"7718",53,926
"7719",239,2612
"7720",88,1055
"7721",88,1055
"7722",101,1202
"7723",53,926
"7724",101,1202
"7725",239,2612
"7726",156,1609
"7727",21,1094
"7728",239,2612
"7729",156,1609
"7730",156,1609
"7731",156,1609
"7732",156,1609
"7733",156,1609
"7734",156,1609
"7735",101,1202
"7736",156,1609
"7737",21,1094
"7738",233,2337
"7739",156,1609
"7740",156,1609
"7741",156,1609
"7742",233,2337
"7743",156,1609
"7744",156,1609
"7745",156,1609
"7746",156,1609
"7747",105,1440
"7748",156,1609
"7749",156,1609
"7750",21,1094
"7751",273,2652
"7752",156,1609
"7753",156,1609
"7754",156,1609
"7755",156,1609
"7756",88,1055
"7757",233,2337
"7758",156,1609
"7759",156,1609
"7760",88,1055
"7761",273,2652
"7762",156,1609
"7763",156,1609
"7764",156,1609
"7765",156,1609
"7766",273,2652
"7767",156,1609
"7768",156,1609
"7769",105,1124
"7770",156,1609
"7771",156,1609
"7772",156,1609
"7773",156,1609
"7774",156,1609
"7775",156,1609
"7776",156,1609
"7777",156,1609
"7778",156,1609
"7779",156,1609
"7780",156,1609
"7781",156,1609
"7782",105,1124
"7783",156,1609
"7784",57,985
"7785",273,2652
"7786",239,2612
"7787",88,1055
"7788",156,1609
"7789",156,1609
"7790",156,1609
"7791",156,1609
"7792",156,1609
"7793",233,2337
"7794",156,1609
"7795",233,2337
"7796",233,2337
"7797",156,1609
"7798",156,1609
"7799",156,1609
"7800",233,2337
"7801",156,1609
"7802",156,1609
"7803",233,2337
"7804",239,2612
"7805",156,1609
"7806",156,1609
"7807",273,2652
"7808",41,543
"7809",156,1609
"7810",156,1609
"7811",156,1609
"7812",156,1609
"7813",156,1609
"7814",156,1609
"7815",156,1609
"7816",156,1609
"7817",156,1609
"7818",156,1609
"7819",101,1202
"7820",57,985
"7821",53,926
"7822",53,926
"7823",88,1055
"7824",239,2612
"7825",233,2337
"7826",233,2337
"7827",233,2337
"7828",233,2337
"7829",53,926
"7830",156,1609
"7831",156,1609
"7832",156,1609
"7833",156,1609
"7834",239,2612
"7835",156,1609
"7836",156,1609
"7837",156,1609
"7838",156,1609
"7839",156,1609
"7840",21,1094
"7841",156,1609
"7842",53,926
"7843",156,1609
"7844",156,1609
"7845",156,1609
"7846",233,2337
"7847",156,1609
"7848",156,1609
"7849",156,1609
"7850",156,1609
"7851",156,1609
"7852",156,1609
"7853",156,1609
"7854",156,1609
"7855",105,1440
"7856",156,1609
"7857",156,1609
"7858",156,1609
"7859",239,2612
"7860",156,1609
"7861",156,1609
"7862",156,1609
"7863",156,1609
"7864",156,1609
"7865",156,1609
"7866",156,1609
"7867",21,1094
"7868",156,1609
"7869",21,1094
"7870",156,1609
"7871",156,1609
"7872",156,1609
"7873",156,1609
"7874",105,1440
"7875",156,1609
"7876",88,1055
"7877",21,1094
"7878",233,2337
"7879",156,1609
"7880",156,1609
"7881",21,1094
"7882",239,2612
"7883",105,1440
"7884",156,1609
"7885",156,1609
"7886",156,1609
"7887",273,2652
"7888",156,1609
"7889",239,2612
"7890",273,2652
"7891",239,2612
"7892",156,1609
"7893",53,926
"7894",156,1609
"7895",88,1055
"7896",105,1440
"7897",273,2652
"7898",88,1055
"7899",156,1609
"7900",88,1055
"7901",88,1055
"7902",88,1055
"7903",88,1055
"7904",53,926
"7905",156,1609
"7906",156,1609
"7907",156,1609
"7908",105,1440
"7909",239,2612
"7910",41,543
"7911",156,1609
"7912",156,1609
"7913",156,1609
"7914",21,1094
"7915",156,1609
"7916",156,1609
"7917",156,1609
"7918",156,1609
"7919",156,1609
"7920",156,1609
"7921",156,1609
"7922",156,1609
"7923",156,1609
"7924",88,1055
"7925",156,1609
"7926",156,1609
"7927",233,2337
"7928",105,1440
"7929",156,1609
"7930",156,1609
"7931",156,1609
"7932",88,1055
"7933",105,1440
"7934",156,1609
"7935",156,1609
"7936",156,1609
"7937",156,1609
"7938",156,1609
"7939",156,1609
"7940",156,1609
"7941",156,1609
"7942",156,1609
"7943",156,1609
"7944",156,1609
"7945",156,1609
"7946",156,1609
"7947",156,1609
"7948",156,1609
"7949",156,1609
"7950",156,1609
"7951",156,1609
"7952",156,1609
"7953",156,1609
"7954",156,1609
"7955",88,1055
"7956",57,985
"7957",156,1609
"7958",156,1609
"7959",156,1609
"7960",8,201
"7961",156,1609
"7962",156,1609
"7963",156,1609
"7964",156,1609
"7965",156,1609
"7966",233,2337
"7967",41,543
"7968",156,1609
"7969",53,926
"7970",88,1055
"7971",105,1440
"7972",239,2612
"7973",156,1609
"7974",57,985
"7975",156,1609
"7976",57,985
"7977",156,1609
"7978",156,1609
"7979",156,1609
"7980",156,1609
"7981",156,1609
"7982",156,1609
"7983",156,1609
"7984",156,1609
"7985",156,1609
"7986",156,1609
"7987",156,1609
"7988",156,1609
"7989",156,1609
"7990",156,1609
"7991",88,1055
"7992",156,1609
"7993",156,1609
"7994",88,1055
"7995",156,1609
"7996",156,1609
"7997",53,926
"7998",156,1609
"7999",156,1609
"8000",53,926
"8001",101,1202
"8002",156,1609
"8003",156,1609
"8004",156,1609
"8005",156,1609
"8006",156,1609
"8007",156,1609
"8008",156,1609
"8009",88,1055
"8010",156,1609
"8011",273,2652
"8012",156,1609
"8013",156,1609
"8014",156,1609
"8015",156,1609
"8016",156,1609
"8017",156,1609
"8018",88,1055
"8019",156,1609
"8020",156,1609
"8021",156,1609
"8022",156,1609
"8023",105,1440
"8024",156,1609
"8025",105,1440
"8026",88,1055
"8027",156,1609
"8028",156,1609
"8029",156,1609
"8030",88,1055
"8031",156,1609
"8032",21,1094
"8033",273,2652
"8034",156,1609
"8035",156,1609
"8036",156,1609
"8037",156,1609
"8038",156,1609
"8039",156,1609
"8040",156,1609
"8041",156,1609
"8042",53,926
"8043",156,1609
"8044",233,2337
"8045",156,1609
"8046",156,1609
"8047",233,2337
"8048",101,1202
"8049",88,1055
"8050",273,2652
"8051",53,926
"8052",233,2337
"8053",156,1609
"8054",156,1609
"8055",156,1609
"8056",156,1609
"8057",156,1609
"8058",156,1609
"8059",156,1609
"8060",53,926
"8061",156,1609
"8062",156,1609
"8063",156,1609
"8064",156,1609
"8065",156,1609
"8066",156,1609
"8067",156,1609
"8068",88,1055
"8069",156,1609
"8070",156,1609
"8071",156,1609
"8072",156,1609
"8073",156,1609
"8074",156,1609
"8075",156,1609
"8076",156,1609
"8077",156,1609
"8078",53,926
"8079",156,1609
"8080",156,1609
"8081",156,1609
"8082",156,1609
"8083",156,1609
"8084",156,1609
"8085",156,1609
"8086",156,1609
"8087",156,1609
"8088",156,1609
"8089",156,1609
"8090",156,1609
"8091",156,1609
"8092",156,1609
"8093",105,1440
"8094",156,1609
"8095",156,1609
"8096",233,2337
"8097",156,1609
"8098",233,2337
"8099",105,1124
"8100",156,1609
"8101",156,1609
"8102",156,1609
"8103",88,1055
"8104",239,2612
"8105",239,2612
"8106",233,2337
"8107",156,1609
"8108",156,1609
"8109",156,1609
"8110",156,1609
"8111",156,1609
"8112",156,1609
"8113",156,1609
"8114",156,1609
"8115",156,1609
"8116",156,1609
"8117",156,1609
"8118",156,1609
"8119",156,1609
"8120",156,1609
"8121",105,1440
"8122",156,1609
"8123",156,1609
"8124",156,1609
"8125",156,1609
"8126",156,1609
"8127",156,1609
"8128",156,1609
"8129",156,1609
"8130",156,1609
"8131",156,1609
"8132",156,1609
"8133",156,1609
"8134",156,1609
"8135",156,1609
"8136",156,1609
"8137",156,1609
"8138",88,1055
"8139",233,2337
"8140",156,1609
"8141",239,2612
"8142",156,1609
"8143",156,1609
"8144",156,1609
"8145",156,1609
"8146",156,1609
"8147",156,1609
"8148",239,2612
"8149",156,1609
"8150",41,543
"8151",156,1609
"8152",156,1609
"8153",156,1609
"8154",156,1609
"8155",156,1609
"8156",156,1609
"8157",156,1609
"8158",156,1609
"8159",156,1609
"8160",156,1609
"8161",156,1609
"8162",156,1609
"8163",156,1609
"8164",105,1440
"8165",273,2652
"8166",273,2652
"8167",233,2337
"8168",233,2337
"8169",233,2337
"8170",233,2337
"8171",233,2337
"8172",239,2612
"8173",21,1094
"8174",156,1609
"8175",156,1609
"8176",156,1609
"8177",156,1609
"8178",156,1609
"8179",156,1609
"8180",156,1609
"8181",156,1609
"8182",156,1609
"8183",156,1609
"8184",105,1440
"8185",105,1440
"8186",53,926
"8187",233,2337
"8188",233,2337
"8189",233,2337
"8190",233,2337
"8191",233,2337
"8192",233,2337
"8193",156,1609
"8194",233,2337
"8195",233,2337
"8196",233,2337
"8197",233,2337
"8198",233,2337
"8199",233,2337
"8200",233,2337
"8201",233,2337
"8202",233,2337
"8203",233,2337
"8204",233,2337
"8205",233,2337
"8206",273,2652
"8207",273,2652
"8208",273,2652
"8209",239,2612
"8210",101,1202
"8211",156,1609
"8212",156,1609
"8213",156,1609
"8214",156,1609
"8215",156,1609
"8216",156,1609
"8217",156,1609
"8218",156,1609
"8219",156,1609
"8220",156,1609
"8221",156,1609
"8222",156,1609
"8223",156,1609
"8224",156,1609
"8225",156,1609
"8226",156,1609
"8227",156,1609
"8228",156,1609
"8229",156,1609
"8230",156,1609
"8231",156,1609
"8232",156,1609
"8233",156,1609
"8234",156,1609
"8235",156,1609
"8236",156,1609
"8237",156,1609
"8238",156,1609
"8239",156,1609
"8240",156,1609
"8241",156,1609
"8242",105,1440
"8243",105,1440
"8244",88,1055
"8245",88,1055
"8246",53,926
"8247",53,926
"8248",53,926
"8249",53,926
"8250",239,2612
"8251",156,1609
"8252",156,1609
"8253",156,1609
"8254",156,1609
"8255",273,2652
"8256",156,1609
"8257",156,1609
"8258",156,1609
"8259",156,1609
"8260",156,1609
"8261",156,1609
"8262",156,1609
"8263",156,1609
"8264",156,1609
"8265",105,1440
"8266",156,1609
"8267",156,1609
"8268",156,1609
"8269",273,2652
"8270",233,2337
"8271",156,1609
"8272",156,1609
"8273",156,1609
"8274",156,1609
"8275",156,1609
"8276",88,1055
"8277",239,2612
"8278",156,1609
"8279",156,1609
"8280",156,1609
"8281",53,926
"8282",233,2337
"8283",156,1609
"8284",156,1609
"8285",239,2612
"8286",57,985
"8287",156,1609
"8288",156,1609
"8289",156,1609
"8290",156,1609
"8291",233,2337
"8292",239,2612
"8293",239,2612
"8294",21,1094
"8295",88,1055
"8296",88,1055
"8297",88,1055
"8298",156,1609
"8299",88,1055
"8300",156,1609
"8301",156,1609
"8302",156,1609
"8303",156,1609
"8304",156,1609
"8305",156,1609
"8306",233,2337
"8307",156,1609
"8308",233,2337
"8309",233,2337
"8310",88,1055
"8311",53,926
"8312",156,1609
"8313",156,1609
"8314",233,2337
"8315",239,2612
"8316",156,1609
"8317",156,1609
"8318",156,1609
"8319",156,1609
"8320",156,1609
"8321",156,1609
"8322",156,1609
"8323",156,1609
"8324",156,1609
"8325",156,1609
"8326",156,1609
"8327",156,1609
"8328",156,1609
"8329",105,1440
"8330",233,2337
"8331",233,2337
"8332",273,2652
"8333",88,1055
"8334",156,1609
"8335",41,543
"8336",53,926
"8337",156,1609
"8338",156,1609
"8339",156,1609
"8340",105,1440
"8341",156,1609
"8342",156,1609
"8343",8,201
"8344",53,926
"8345",273,2652
"8346",273,2652
"8347",105,1440
"8348",156,1609
"8349",41,543
"8350",156,1609
"8351",156,1609
"8352",156,1609
"8353",88,1055
"8354",53,926
"8355",156,1609
"8356",233,2337
"8357",101,1202
"8358",156,1609
"8359",88,1055
"8360",156,1609
"8361",156,1609
"8362",156,1609
"8363",156,1609
"8364",156,1609
"8365",239,2612
"8366",92,875
"8367",156,1609
"8368",156,1609
"8369",233,2337
"8370",156,1609
"8371",233,2337
"8372",156,1609
"8373",101,1202
"8374",156,1609
"8375",156,1609
"8376",156,1609
"8377",233,2337
"8378",101,1202
"8379",156,1609
"8380",53,926
"8381",101,1202
"8382",101,1202
"8383",239,2612
"8384",233,2337
"8385",233,2337
"8386",273,2652
"8387",92,875
"8388",101,1202
"8389",273,2652
"8390",156,1609
"8391",156,1609
"8392",156,1609
"8393",233,2337
"8394",156,1609
"8395",156,1609
"8396",156,1609
"8397",156,1609
"8398",156,1609
"8399",156,1609
"8400",156,1609
"8401",233,2337
"8402",233,2337
"8403",156,1609
"8404",233,2337
"8405",156,1609
